rank,given_name,gender,gender_majority,aggregated_count,male_count,female_count,source_datasets,source_urls
2399,Aimée,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2400,Aisa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2401,Aja,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2402,Ajna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2403,Ajsa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2404,Akira,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2405,Alana,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2406,Alani,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2407,Albrecht,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2408,Alda,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2409,Aldo,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2410,Alejandro,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2411,Alejna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2412,Aleksandr,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2413,Alesia,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2414,Alessandra,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2415,Alessja,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2416,Alexandre,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2417,Aliana,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2418,Alicja,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2419,Alim,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2420,Alima,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2421,Alisar,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2422,Alizée,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2423,Aljona,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2424,Allin,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2425,Allison,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2426,Ally,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2427,Almasa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2428,Almaz,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2429,Almina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2430,Almuth,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2431,Alora,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2432,Alrike,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2433,Amador,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2434,Amaris,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2435,Ambra,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2436,Amel,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2437,Ameli,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2438,Amicia,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2439,Amjad,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2440,Amla,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2441,Amna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2442,Anabella,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2443,Andreevna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2444,Andriivna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2445,Aneta,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2446,Angely,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2447,Angie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2448,Anik,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2449,Anna-Magdalena,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2450,Anne-Marie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2451,Annerose,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2452,Annett,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2453,Annica,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2454,Annik,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2455,Anthea,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2456,Anthony,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2457,Antonia-Stefania,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2458,Anuschka,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2459,Apolonia,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2460,Arek,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2461,Arianne,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2462,Ariella,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2463,Arik,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2464,Arisa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2465,Ariyan,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2466,Arizona,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2467,Arkan,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2468,Arnold,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2469,Arsam,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2470,Arsema,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2471,Aruna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2472,Arvin,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2473,Arwa,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2474,Aseel,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2475,Asinat,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2476,Asmaa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2477,Asmin,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2478,Atena,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2479,Attila,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2480,Aura,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2481,Avelina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2482,Avila,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2483,Aviv,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2484,Ayaan,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2485,Ayana,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2486,Ayat,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2487,Ayda,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2488,Aydin,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2489,Aysha,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2490,Ayumi,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2491,Aziz,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2492,Aziza,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2493,Baktash,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2494,Barnabas,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2495,Beat,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2496,Bejna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2497,Bele,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2498,Belinay,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2499,Ben-Luca,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2500,Ben-Tayler,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2501,Benaja,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2502,Benja,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2503,Benny,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2504,Bento,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2505,Benyamin,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2506,Berenike,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2507,Berta,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2508,Bertha,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2509,Bettina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2510,Bezalel,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2511,Billie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2512,Billy,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2513,Binta,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2514,Bisan,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2515,Blanca,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2516,Bodhi,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2517,Bogdanovič,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2518,Brianna,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2519,Brienne,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2520,Brigitta,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2521,Bruce,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2522,Brunhilde,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2523,Bruni,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2524,Bui,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2525,Calla,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2526,Cassidy,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2527,Castiel,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2528,Cate,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2529,Cathalina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2530,Catharina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2531,Cato,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2532,Cattaleya,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2533,Celeste,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2534,Chantal,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2535,Charlet,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2536,Chau,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2537,Chenxi,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2538,Christel,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2539,Christelle,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2540,Cinta,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2541,Coraline,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2542,Cortana,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2543,Cosmin,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2544,Courtney,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2545,Cuma,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2546,Cynthia,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2547,Dahab,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2548,Daliah,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2549,Dan,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2550,Danial,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2551,Danylo,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2552,Darja,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2553,Deja,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2554,Delal,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2555,Delina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2556,Dema,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2557,Demian,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2558,Denysivna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2559,Derrick,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2560,Destiny,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2561,Dietmar,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2562,Dieu,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2563,Diệp,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2564,Dmitrovič,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2565,Dmytro,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2566,Dmytrovič,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2567,Dmytrovych,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2568,Dmytrovyč,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2569,Dolores,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2570,Domenik,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2571,Dorota,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2572,Duc,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2573,Duong,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2574,Ed,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2575,Edel,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2576,Edin,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2577,Edona,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2578,Egor,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2579,Ekaterina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2580,Elaria,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2581,Elayne,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2582,Elba,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2583,Elda,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2584,Eldar,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2585,Eleah,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2586,Eleana,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2587,Eleftheria,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2588,Eleisa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2589,Elfi,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2590,Elfrida,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2591,Elham,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2592,Eliam,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2593,Eliano,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2594,Elida,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2595,Elim,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2596,Eliora,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2597,Elisia,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2598,Ellin,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2599,Elliott,u,u,2,1,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2600,Elora,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2601,Elouan,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2602,Elric,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2603,Elya,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2604,Eléa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2605,Emeli,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2606,Emilia-Sophie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2607,Emiliana,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2608,Emma-Marie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2609,Emma-Sophie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2610,Emmely,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2611,Emmett,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2612,Emylia,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2613,Enrique,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2614,Ernestine,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2615,Ernesto,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2616,Erva,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2617,Esme,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2618,Esmé,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2619,Esosa,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2620,Estha,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2621,Esti,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2622,Eva-Maria,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
