given_name,gender_majority,rank,source_urls
Celinè,w,4253,https://opendata.leipzig.de/dataset/?page=1
Celiné,w,4254,https://opendata.leipzig.de/dataset/?page=1
Celio,m,4255,https://opendata.leipzig.de/dataset/?page=1
Celline,w,4256,https://opendata.leipzig.de/dataset/?page=1
Cenobio,m,4257,https://opendata.leipzig.de/dataset/?page=1
Cesilia,w,4258,https://opendata.leipzig.de/dataset/?page=1
Ceyda,w,4259,https://opendata.leipzig.de/dataset/?page=1
Chadlia,w,4260,https://opendata.leipzig.de/dataset/?page=1
Chaide,m,4261,https://opendata.leipzig.de/dataset/?page=1
Chaima,w,4262,https://opendata.leipzig.de/dataset/?page=1
Chaja,w,4263,https://opendata.leipzig.de/dataset/?page=1
Chalee,w,4264,https://opendata.leipzig.de/dataset/?page=1
Chandeen,w,4265,https://opendata.leipzig.de/dataset/?page=1
Chandice,w,4266,https://opendata.leipzig.de/dataset/?page=1
Chaneé,w,4267,https://opendata.leipzig.de/dataset/?page=1
Chantale,w,4268,https://opendata.leipzig.de/dataset/?page=1
Chara,w,4269,https://opendata.leipzig.de/dataset/?page=1
Charlett,w,4270,https://opendata.leipzig.de/dataset/?page=1
Charlina,w,4271,https://opendata.leipzig.de/dataset/?page=1
Charline,w,4272,https://opendata.leipzig.de/dataset/?page=1
Charline-Sophie,w,4273,https://opendata.leipzig.de/dataset/?page=1
Charlotta-Emilia,w,4274,https://opendata.leipzig.de/dataset/?page=1
Charlotte-Mia,w,4275,https://opendata.leipzig.de/dataset/?page=1
Charly-Margit,w,4276,https://opendata.leipzig.de/dataset/?page=1
Charlyn,w,4277,https://opendata.leipzig.de/dataset/?page=1
Charlyze,w,4278,https://opendata.leipzig.de/dataset/?page=1
Charléne,w,4279,https://opendata.leipzig.de/dataset/?page=1
Chase,m,4280,https://opendata.leipzig.de/dataset/?page=1
Chaule,w,4281,https://opendata.leipzig.de/dataset/?page=1
Chauradvayrthane,w,4282,https://opendata.leipzig.de/dataset/?page=1
Chauralvayrthane,w,4283,https://opendata.leipzig.de/dataset/?page=1
Chaurrouvayrthane,w,4284,https://opendata.leipzig.de/dataset/?page=1
Chavdarov,m,4285,https://opendata.leipzig.de/dataset/?page=1
Chayene,w,4286,https://opendata.leipzig.de/dataset/?page=1
Chayenne-Marie,w,4287,https://opendata.leipzig.de/dataset/?page=1
Chayline,w,4288,https://opendata.leipzig.de/dataset/?page=1
Chen-Lin,w,4289,https://opendata.leipzig.de/dataset/?page=1
Chewie,w,4290,https://opendata.leipzig.de/dataset/?page=1
Cheyanne,w,4291,https://opendata.leipzig.de/dataset/?page=1
Cheynne,w,4292,https://opendata.leipzig.de/dataset/?page=1
Chi,w,4293,https://opendata.leipzig.de/dataset/?page=1
Chiamaka,w,4294,https://opendata.leipzig.de/dataset/?page=1
Chiara-Leonie,w,4295,https://opendata.leipzig.de/dataset/?page=1
Chiara-Maria,w,4296,https://opendata.leipzig.de/dataset/?page=1
Chibuikem,m,4297,https://opendata.leipzig.de/dataset/?page=1
Chico,m,4298,https://opendata.leipzig.de/dataset/?page=1
Chidinma,w,4299,https://opendata.leipzig.de/dataset/?page=1
Chiedozie,m,4300,https://opendata.leipzig.de/dataset/?page=1
Chigoziem,m,4301,https://opendata.leipzig.de/dataset/?page=1
Chikwado,m,4302,https://opendata.leipzig.de/dataset/?page=1
Chimeluo,m,4303,https://opendata.leipzig.de/dataset/?page=1
Chimuka,w,4304,https://opendata.leipzig.de/dataset/?page=1
Chisimdi,m,4305,https://opendata.leipzig.de/dataset/?page=1
Chisom,w,4306,https://opendata.leipzig.de/dataset/?page=1
Chizaram,w,4307,https://opendata.leipzig.de/dataset/?page=1
Chiziterem,w,4308,https://opendata.leipzig.de/dataset/?page=1
Chlara,w,4309,https://opendata.leipzig.de/dataset/?page=1
Chompassara,w,4310,https://opendata.leipzig.de/dataset/?page=1
Chowdhury,w,4311,https://opendata.leipzig.de/dataset/?page=1
Christa-Magdalena,w,4312,https://opendata.leipzig.de/dataset/?page=1
Christiane,w,4313,https://opendata.leipzig.de/dataset/?page=1
Christina-Dimitra,w,4314,https://opendata.leipzig.de/dataset/?page=1
Christof,m,4315,https://opendata.leipzig.de/dataset/?page=1
Chrysoula,w,4316,https://opendata.leipzig.de/dataset/?page=1
Chukwuedum,m,4317,https://opendata.leipzig.de/dataset/?page=1
Cia,w,4318,https://opendata.leipzig.de/dataset/?page=1
Cimav,w,4319,https://opendata.leipzig.de/dataset/?page=1
Cindy,w,4320,https://opendata.leipzig.de/dataset/?page=1
Cira-Sophie,w,4321,https://opendata.leipzig.de/dataset/?page=1
Ciwan,m,4322,https://opendata.leipzig.de/dataset/?page=1
Ckheytie,w,4323,https://opendata.leipzig.de/dataset/?page=1
Clara-Lena,w,4324,https://opendata.leipzig.de/dataset/?page=1
Clara-Marie,w,4325,https://opendata.leipzig.de/dataset/?page=1
Clara-Sophie,w,4326,https://opendata.leipzig.de/dataset/?page=1
Clarice,w,4327,https://opendata.leipzig.de/dataset/?page=1
Claudine,w,4328,https://opendata.leipzig.de/dataset/?page=1
Claudius,m,4329,https://opendata.leipzig.de/dataset/?page=1
Claus,m,4330,https://opendata.leipzig.de/dataset/?page=1
Claus-Uwe,m,4331,https://opendata.leipzig.de/dataset/?page=1
Clementina,w,4332,https://opendata.leipzig.de/dataset/?page=1
Clementine,w,4333,https://opendata.leipzig.de/dataset/?page=1
Cliff,m,4334,https://opendata.leipzig.de/dataset/?page=1
Clio,w,4335,https://opendata.leipzig.de/dataset/?page=1
Cloé,w,4336,https://opendata.leipzig.de/dataset/?page=1
Cléa,w,4337,https://opendata.leipzig.de/dataset/?page=1
Clíona,w,4338,https://opendata.leipzig.de/dataset/?page=1
Coby,m,4339,https://opendata.leipzig.de/dataset/?page=1
Coca,w,4340,https://opendata.leipzig.de/dataset/?page=1
Coco-Matilda,w,4341,https://opendata.leipzig.de/dataset/?page=1
Coleen,w,4342,https://opendata.leipzig.de/dataset/?page=1
Colette,w,4343,https://opendata.leipzig.de/dataset/?page=1
Colleene,w,4344,https://opendata.leipzig.de/dataset/?page=1
Collien,w,4345,https://opendata.leipzig.de/dataset/?page=1
Conan,m,4346,https://opendata.leipzig.de/dataset/?page=1
Cong,m,4347,https://opendata.leipzig.de/dataset/?page=1
Connie,w,4348,https://opendata.leipzig.de/dataset/?page=1
Conny,w,4349,https://opendata.leipzig.de/dataset/?page=1
Consuelo,w,4350,https://opendata.leipzig.de/dataset/?page=1
Coralina,w,4351,https://opendata.leipzig.de/dataset/?page=1
Corbinian,m,4352,https://opendata.leipzig.de/dataset/?page=1
Cordi,w,4353,https://opendata.leipzig.de/dataset/?page=1
Corey,m,4354,https://opendata.leipzig.de/dataset/?page=1
Corina,w,4355,https://opendata.leipzig.de/dataset/?page=1
Coronet,w,4356,https://opendata.leipzig.de/dataset/?page=1
Corvidae,w,4357,https://opendata.leipzig.de/dataset/?page=1
Corvina,w,4358,https://opendata.leipzig.de/dataset/?page=1
Corvo,m,4359,https://opendata.leipzig.de/dataset/?page=1
Costanza,w,4360,https://opendata.leipzig.de/dataset/?page=1
Costel,m,4361,https://opendata.leipzig.de/dataset/?page=1
Crina,w,4362,https://opendata.leipzig.de/dataset/?page=1
Cristian,m,4363,https://opendata.leipzig.de/dataset/?page=1
Cristian-Oskar,m,4364,https://opendata.leipzig.de/dataset/?page=1
Cuno,m,4365,https://opendata.leipzig.de/dataset/?page=1
Cyara,w,4366,https://opendata.leipzig.de/dataset/?page=1
Cyles,m,4367,https://opendata.leipzig.de/dataset/?page=1
Czesław,m,4368,https://opendata.leipzig.de/dataset/?page=1
Cássio,m,4369,https://opendata.leipzig.de/dataset/?page=1
Cécilia,w,4370,https://opendata.leipzig.de/dataset/?page=1
Céleste,w,4371,https://opendata.leipzig.de/dataset/?page=1
Célestin,m,4372,https://opendata.leipzig.de/dataset/?page=1
Daciana,w,4373,https://opendata.leipzig.de/dataset/?page=1
Dahb,w,4374,https://opendata.leipzig.de/dataset/?page=1
Dahlia-Emilia,w,4375,https://opendata.leipzig.de/dataset/?page=1
Dahlira,w,4376,https://opendata.leipzig.de/dataset/?page=1
Daisy,w,4377,https://opendata.leipzig.de/dataset/?page=1
Dajana,w,4378,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Dalena,w,4379,https://opendata.leipzig.de/dataset/?page=1
Dalika,w,4380,https://opendata.leipzig.de/dataset/?page=1
Dalila,w,4381,https://opendata.leipzig.de/dataset/?page=1
Dalin,w,4382,https://opendata.leipzig.de/dataset/?page=1
Dalina,w,4383,https://opendata.leipzig.de/dataset/?page=1
Daliya,w,4384,https://opendata.leipzig.de/dataset/?page=1
Daliyah,w,4385,https://opendata.leipzig.de/dataset/?page=1
Dalva,w,4386,https://opendata.leipzig.de/dataset/?page=1
Dalya,w,4387,https://opendata.leipzig.de/dataset/?page=1
Damaris,w,4388,https://opendata.leipzig.de/dataset/?page=1
Damian-Gabriel,m,4389,https://opendata.leipzig.de/dataset/?page=1
Damiano,m,4390,https://opendata.leipzig.de/dataset/?page=1
Damianos,m,4391,https://opendata.leipzig.de/dataset/?page=1
Damon,m,4392,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Danah,w,4393,https://opendata.leipzig.de/dataset/?page=1
Danai,w,4394,https://opendata.leipzig.de/dataset/?page=1
Danelia,w,4395,https://opendata.leipzig.de/dataset/?page=1
Danh,m,4396,https://opendata.leipzig.de/dataset/?page=1
Daniah,w,4397,https://opendata.leipzig.de/dataset/?page=1
Daniel-Vasile,m,4398,https://opendata.leipzig.de/dataset/?page=1
Danielo,m,4399,https://opendata.leipzig.de/dataset/?page=1
Daniels,m,4400,https://opendata.leipzig.de/dataset/?page=1
Daniil,m,4401,https://opendata.leipzig.de/dataset/?page=1
Daniilovna,w,4402,https://opendata.leipzig.de/dataset/?page=1
Daniyal,m,4403,https://opendata.leipzig.de/dataset/?page=1
Danny,m,4404,https://opendata.leipzig.de/dataset/?page=1
Dante-Peter,m,4405,https://opendata.leipzig.de/dataset/?page=1
Danya,w,4406,https://opendata.leipzig.de/dataset/?page=1
Danylovič,m,4407,https://opendata.leipzig.de/dataset/?page=1
Dara,w,4408,https://opendata.leipzig.de/dataset/?page=1
Darena,w,4409,https://opendata.leipzig.de/dataset/?page=1
Daria-Anais,w,4410,https://opendata.leipzig.de/dataset/?page=1
Dariana,w,4411,https://opendata.leipzig.de/dataset/?page=1
Darin,w,4412,https://opendata.leipzig.de/dataset/?page=1
Darisa,w,4413,https://opendata.leipzig.de/dataset/?page=1
Dariy,m,4414,https://opendata.leipzig.de/dataset/?page=1
Dariya,w,4415,https://opendata.leipzig.de/dataset/?page=1
Darjoosh,m,4416,https://opendata.leipzig.de/dataset/?page=1
Darleen,w,4417,https://opendata.leipzig.de/dataset/?page=1
Darley,m,4418,https://opendata.leipzig.de/dataset/?page=1
Darmin,m,4419,https://opendata.leipzig.de/dataset/?page=1
Darwin,w,4420,https://opendata.leipzig.de/dataset/?page=1
Daryl,m,4421,https://opendata.leipzig.de/dataset/?page=1
Dascha,w,4422,https://opendata.leipzig.de/dataset/?page=1
Daud,m,4423,https://opendata.leipzig.de/dataset/?page=1
Dauud,m,4424,https://opendata.leipzig.de/dataset/?page=1
Dave,m,4425,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Davi,m,4426,https://opendata.leipzig.de/dataset/?page=1
Daviana,w,4427,https://opendata.leipzig.de/dataset/?page=1
Davin,m,4428,https://opendata.leipzig.de/dataset/?page=1
Davina,w,4429,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Davina-Sophie,w,4430,https://opendata.leipzig.de/dataset/?page=1
Davinia,w,4431,https://opendata.leipzig.de/dataset/?page=1
Davis,m,4432,https://opendata.leipzig.de/dataset/?page=1
Dawn,w,4433,https://opendata.leipzig.de/dataset/?page=1
Dawud,m,4434,https://opendata.leipzig.de/dataset/?page=1
Daya,w,4435,https://opendata.leipzig.de/dataset/?page=1
Dayana,w,4436,https://opendata.leipzig.de/dataset/?page=1
Dayin-Ali,m,4437,https://opendata.leipzig.de/dataset/?page=1
Daylan,m,4438,https://opendata.leipzig.de/dataset/?page=1
Daymien,m,4439,https://opendata.leipzig.de/dataset/?page=1
Daymon,m,4440,https://opendata.leipzig.de/dataset/?page=1
Dea,w,4441,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Deala,w,4442,https://opendata.leipzig.de/dataset/?page=1
Deanna,w,4443,https://opendata.leipzig.de/dataset/?page=1
Debby,w,4444,https://opendata.leipzig.de/dataset/?page=1
Debora,w,4445,https://opendata.leipzig.de/dataset/?page=1
Declan,m,4446,https://opendata.leipzig.de/dataset/?page=1
Deguene,w,4447,https://opendata.leipzig.de/dataset/?page=1
Deike,w,4448,https://opendata.leipzig.de/dataset/?page=1
Deina,w,4449,https://opendata.leipzig.de/dataset/?page=1
Delara,w,4450,https://opendata.leipzig.de/dataset/?page=1
Dell,w,4451,https://opendata.leipzig.de/dataset/?page=1
Della,w,4452,https://opendata.leipzig.de/dataset/?page=1
Delma,w,4453,https://opendata.leipzig.de/dataset/?page=1
Delvan,w,4454,https://opendata.leipzig.de/dataset/?page=1
Demien,m,4455,https://opendata.leipzig.de/dataset/?page=1
Demjana,w,4456,https://opendata.leipzig.de/dataset/?page=1
Denia,w,4457,https://opendata.leipzig.de/dataset/?page=1
Denisa,w,4458,https://opendata.leipzig.de/dataset/?page=1
Denisia,w,4459,https://opendata.leipzig.de/dataset/?page=1
Denisovna,w,4460,https://opendata.leipzig.de/dataset/?page=1
Dennis,m,4461,https://opendata.leipzig.de/dataset/?page=1
Denny,m,4462,https://opendata.leipzig.de/dataset/?page=1
Denys,m,4463,https://opendata.leipzig.de/dataset/?page=1
Denysovič,m,4464,https://opendata.leipzig.de/dataset/?page=1
Denysovna,w,4465,https://opendata.leipzig.de/dataset/?page=1
Derek,m,4466,https://opendata.leipzig.de/dataset/?page=1
Derin,w,4467,https://opendata.leipzig.de/dataset/?page=1
Dersa,w,4468,https://opendata.leipzig.de/dataset/?page=1
Dervis,m,4469,https://opendata.leipzig.de/dataset/?page=1
Derya,w,4470,https://opendata.leipzig.de/dataset/?page=1
Deryan,m,4471,https://opendata.leipzig.de/dataset/?page=1
Desideria,w,4472,https://opendata.leipzig.de/dataset/?page=1
Desire,m,4473,https://opendata.leipzig.de/dataset/?page=1
Devi,w,4474,https://opendata.leipzig.de/dataset/?page=1
Devid,m,4475,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Dewran,m,4476,https://opendata.leipzig.de/dataset/?page=1
Dexter,m,4477,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Deyna,w,4478,https://opendata.leipzig.de/dataset/?page=1
Dhahab,w,4479,https://opendata.leipzig.de/dataset/?page=1
Dhalia,w,4480,https://opendata.leipzig.de/dataset/?page=1
Dhiya,w,4481,https://opendata.leipzig.de/dataset/?page=1
Dhruvika,w,4482,https://opendata.leipzig.de/dataset/?page=1
Dhurata,w,4483,https://opendata.leipzig.de/dataset/?page=1
Dhyana,w,4484,https://opendata.leipzig.de/dataset/?page=1
Di,w,4485,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Diako,m,4486,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Diara,w,4487,https://opendata.leipzig.de/dataset/?page=1
Diary,m,4488,https://opendata.leipzig.de/dataset/?page=1
Dicle,w,4489,https://opendata.leipzig.de/dataset/?page=1
Didar,m,4490,https://opendata.leipzig.de/dataset/?page=1
Diego-Mihail,m,4491,https://opendata.leipzig.de/dataset/?page=1
Dilan,w,4492,https://opendata.leipzig.de/dataset/?page=1
Dilayla,w,4493,https://opendata.leipzig.de/dataset/?page=1
Dilgeş,m,4494,https://opendata.leipzig.de/dataset/?page=1
Dillven,w,4495,https://opendata.leipzig.de/dataset/?page=1
Dilo,m,4496,https://opendata.leipzig.de/dataset/?page=1
Dilyar,m,4497,https://opendata.leipzig.de/dataset/?page=1
Dimitar,m,4498,https://opendata.leipzig.de/dataset/?page=1
Dimitarova,w,4499,https://opendata.leipzig.de/dataset/?page=1
Dimitrova,w,4500,https://opendata.leipzig.de/dataset/?page=1
Dinah,w,4501,https://opendata.leipzig.de/dataset/?page=1
Dino,m,4502,https://opendata.leipzig.de/dataset/?page=1
Diola,w,4503,https://opendata.leipzig.de/dataset/?page=1
Dione,w,4504,https://opendata.leipzig.de/dataset/?page=1
Dipu,m,4505,https://opendata.leipzig.de/dataset/?page=1
Ditë,w,4506,https://opendata.leipzig.de/dataset/?page=1
Divan,m,4507,https://opendata.leipzig.de/dataset/?page=1
Divora,w,4508,https://opendata.leipzig.de/dataset/?page=1
Divyana,w,4509,https://opendata.leipzig.de/dataset/?page=1
Diễm,w,4510,https://opendata.leipzig.de/dataset/?page=1
Djamilah,w,4511,https://opendata.leipzig.de/dataset/?page=1
Djauad,m,4512,https://opendata.leipzig.de/dataset/?page=1
Djelza,w,4513,https://opendata.leipzig.de/dataset/?page=1
Djenabou,w,4514,https://opendata.leipzig.de/dataset/?page=1
Djhan,w,4515,https://opendata.leipzig.de/dataset/?page=1
Djurre,m,4516,https://opendata.leipzig.de/dataset/?page=1
Dlin,w,4517,https://opendata.leipzig.de/dataset/?page=1
Dmitrievič,m,4518,https://opendata.leipzig.de/dataset/?page=1
Dmitrii,m,4519,https://opendata.leipzig.de/dataset/?page=1
Do,w,4520,https://opendata.leipzig.de/dataset/?page=1
Dobby,m,4521,https://opendata.leipzig.de/dataset/?page=1
Dogan,m,4522,https://opendata.leipzig.de/dataset/?page=1
Domenica,w,4523,https://opendata.leipzig.de/dataset/?page=1
Domenika,w,4524,https://opendata.leipzig.de/dataset/?page=1
Domfang,w,4525,https://opendata.leipzig.de/dataset/?page=1
Dominic-Ianis,m,4526,https://opendata.leipzig.de/dataset/?page=1
Dominique,m,4527,https://opendata.leipzig.de/dataset/?page=1
Dominique-Fabienne,w,4528,https://opendata.leipzig.de/dataset/?page=1
Don,m,4529,https://opendata.leipzig.de/dataset/?page=1
Dona,w,4530,https://opendata.leipzig.de/dataset/?page=1
Donald,m,4531,https://opendata.leipzig.de/dataset/?page=1
Donavan,m,4532,https://opendata.leipzig.de/dataset/?page=1
Dong,m,4533,https://opendata.leipzig.de/dataset/?page=1
Donia,w,4534,https://opendata.leipzig.de/dataset/?page=1
Donika,w,4535,https://opendata.leipzig.de/dataset/?page=1
Donja,w,4536,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Donna,w,4537,https://opendata.leipzig.de/dataset/?page=1
Donna-Lina,w,4538,https://opendata.leipzig.de/dataset/?page=1
Donya,w,4539,https://opendata.leipzig.de/dataset/?page=1
Dora-Lisa,w,4540,https://opendata.leipzig.de/dataset/?page=1
Dori,w,4541,https://opendata.leipzig.de/dataset/?page=1
Doris,w,4542,https://opendata.leipzig.de/dataset/?page=1
Dorián,m,4543,https://opendata.leipzig.de/dataset/?page=1
Dorka,w,4544,https://opendata.leipzig.de/dataset/?page=1
Dorle,w,4545,https://opendata.leipzig.de/dataset/?page=1
Dorothea-Sophie,w,4546,https://opendata.leipzig.de/dataset/?page=1
Dorottya,w,4547,https://opendata.leipzig.de/dataset/?page=1
Dorsa,w,4548,https://opendata.leipzig.de/dataset/?page=1
Doruk,m,4549,https://opendata.leipzig.de/dataset/?page=1
Doura,w,4550,https://opendata.leipzig.de/dataset/?page=1
Drago,m,4551,https://opendata.leipzig.de/dataset/?page=1
Dragoș,m,4552,https://opendata.leipzig.de/dataset/?page=1
Drakhshan,w,4553,https://opendata.leipzig.de/dataset/?page=1
Drini,m,4554,https://opendata.leipzig.de/dataset/?page=1
Druga,m,4555,https://opendata.leipzig.de/dataset/?page=1
Dschihan,w,4556,https://opendata.leipzig.de/dataset/?page=1
Duarta,w,4557,https://opendata.leipzig.de/dataset/?page=1
Duha,w,4558,https://opendata.leipzig.de/dataset/?page=1
Dustin,m,4559,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Duus,w,4560,https://opendata.leipzig.de/dataset/?page=1
Duy,m,4561,https://opendata.leipzig.de/dataset/?page=1
Dyala,w,4562,https://opendata.leipzig.de/dataset/?page=1
Dylen,m,4563,https://opendata.leipzig.de/dataset/?page=1
Dzejla,w,4564,https://opendata.leipzig.de/dataset/?page=1
Dzejljan,w,4565,https://opendata.leipzig.de/dataset/?page=1
Dzsamilia,w,4566,https://opendata.leipzig.de/dataset/?page=1
Dávid,m,4567,https://opendata.leipzig.de/dataset/?page=1
Dăng,m,4568,https://opendata.leipzig.de/dataset/?page=1
Džejla,w,4569,https://opendata.leipzig.de/dataset/?page=1
ELise,w,4570,https://opendata.leipzig.de/dataset/?page=1
Ea,w,4571,https://opendata.leipzig.de/dataset/?page=1
Eakien,w,4572,https://opendata.leipzig.de/dataset/?page=1
Easy,m,4573,https://opendata.leipzig.de/dataset/?page=1
Ebbi,w,4574,https://opendata.leipzig.de/dataset/?page=1
Ebosetale,m,4575,https://opendata.leipzig.de/dataset/?page=1
Ebrahim,m,4576,https://opendata.leipzig.de/dataset/?page=1
Ebrar,w,4577,https://opendata.leipzig.de/dataset/?page=1
Ebrima,m,4578,https://opendata.leipzig.de/dataset/?page=1
Ebube,w,4579,https://opendata.leipzig.de/dataset/?page=1
Ebubekir,m,4580,https://opendata.leipzig.de/dataset/?page=1
Ece,w,4581,https://opendata.leipzig.de/dataset/?page=1
Eckhard,m,4582,https://opendata.leipzig.de/dataset/?page=1
Ecra,w,4583,https://opendata.leipzig.de/dataset/?page=1
Eddie-Eric,m,4584,https://opendata.leipzig.de/dataset/?page=1
Ede,m,4585,https://opendata.leipzig.de/dataset/?page=1
Edelgard,w,4586,https://opendata.leipzig.de/dataset/?page=1
Edelyn,w,4587,https://opendata.leipzig.de/dataset/?page=1
Edem,m,4588,https://opendata.leipzig.de/dataset/?page=1
Edian,m,4589,https://opendata.leipzig.de/dataset/?page=1
Edie,w,4590,https://opendata.leipzig.de/dataset/?page=1
Edita,w,4591,https://opendata.leipzig.de/dataset/?page=1
Edric,m,4592,https://opendata.leipzig.de/dataset/?page=1
Eduardo,m,4593,https://opendata.leipzig.de/dataset/?page=1
Edvard,m,4594,https://opendata.leipzig.de/dataset/?page=1
Edvin,m,4595,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Edwina,w,4596,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Eefje,w,4597,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Eefke,w,4598,https://opendata.leipzig.de/dataset/?page=1
Effi,w,4599,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Efisio,m,4600,https://opendata.leipzig.de/dataset/?page=1
Efosa,m,4601,https://opendata.leipzig.de/dataset/?page=1
Efraim,m,4602,https://opendata.leipzig.de/dataset/?page=1
Efsun,w,4603,https://opendata.leipzig.de/dataset/?page=1
Eftalia,w,4604,https://opendata.leipzig.de/dataset/?page=1
Efthymios,m,4605,https://opendata.leipzig.de/dataset/?page=1
Egehan,m,4606,https://opendata.leipzig.de/dataset/?page=1
Egya,m,4607,https://opendata.leipzig.de/dataset/?page=1
Egzona,w,4608,https://opendata.leipzig.de/dataset/?page=1
Ehmi,w,4609,https://opendata.leipzig.de/dataset/?page=1
Ehrentraut,w,4610,https://opendata.leipzig.de/dataset/?page=1
Ehsan,m,4611,https://opendata.leipzig.de/dataset/?page=1
Eid,m,4612,https://opendata.leipzig.de/dataset/?page=1
Eike,m,4613,https://opendata.leipzig.de/dataset/?page=1
Eila-Paulina,w,4614,https://opendata.leipzig.de/dataset/?page=1
Eilad,m,4615,https://opendata.leipzig.de/dataset/?page=1
Eilen,w,4616,https://opendata.leipzig.de/dataset/?page=1
Eilif,m,4617,https://opendata.leipzig.de/dataset/?page=1
Eilika,w,4618,https://opendata.leipzig.de/dataset/?page=1
Eillaf,w,4619,https://opendata.leipzig.de/dataset/?page=1
Einas,w,4620,https://opendata.leipzig.de/dataset/?page=1
Eira,w,4621,https://opendata.leipzig.de/dataset/?page=1
Eirinn,w,4622,https://opendata.leipzig.de/dataset/?page=1
Ejup,m,4623,https://opendata.leipzig.de/dataset/?page=1
Ekamjot,m,4624,https://opendata.leipzig.de/dataset/?page=1
Ekin-Kemal,m,4625,https://opendata.leipzig.de/dataset/?page=1
Ekkehard,m,4626,https://opendata.leipzig.de/dataset/?page=1
El-Din,m,4627,https://opendata.leipzig.de/dataset/?page=1
Elahe,w,4628,https://opendata.leipzig.de/dataset/?page=1
Elaina,w,4629,https://opendata.leipzig.de/dataset/?page=1
Elan,m,4630,https://opendata.leipzig.de/dataset/?page=1
Elana,w,4631,https://opendata.leipzig.de/dataset/?page=1
Elana-Sofie,w,4632,https://opendata.leipzig.de/dataset/?page=1
Elanie,w,4633,https://opendata.leipzig.de/dataset/?page=1
Elanor,w,4634,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Elaysa,w,4635,https://opendata.leipzig.de/dataset/?page=1
Ele,m,4636,https://opendata.leipzig.de/dataset/?page=1
Eleanore,w,4637,https://opendata.leipzig.de/dataset/?page=1
Eleine,w,4638,https://opendata.leipzig.de/dataset/?page=1
Elen,w,4639,https://opendata.leipzig.de/dataset/?page=1
Elena-Sophie,w,4640,https://opendata.leipzig.de/dataset/?page=1
Elena-Sorina,w,4641,https://opendata.leipzig.de/dataset/?page=1
Elenia,w,4642,https://opendata.leipzig.de/dataset/?page=1
Elenita,w,4643,https://opendata.leipzig.de/dataset/?page=1
Elenora,w,4644,https://opendata.leipzig.de/dataset/?page=1
Eleonor,w,4645,https://opendata.leipzig.de/dataset/?page=1
Eleri,w,4646,https://opendata.leipzig.de/dataset/?page=1
Eletta,w,4647,https://opendata.leipzig.de/dataset/?page=1
Eleyn,w,4648,https://opendata.leipzig.de/dataset/?page=1
Eleyn-Marie,w,4649,https://opendata.leipzig.de/dataset/?page=1
Elgin,w,4650,https://opendata.leipzig.de/dataset/?page=1
Elias-Aryan,m,4651,https://opendata.leipzig.de/dataset/?page=1
Elias-Ayan,m,4652,https://opendata.leipzig.de/dataset/?page=1
Elias-Liam,m,4653,https://opendata.leipzig.de/dataset/?page=1
Elias-Paul,m,4654,https://opendata.leipzig.de/dataset/?page=1
Elica,w,4655,https://opendata.leipzig.de/dataset/?page=1
Elice,w,4656,https://opendata.leipzig.de/dataset/?page=1
Elicio,m,4657,https://opendata.leipzig.de/dataset/?page=1
Elie,m,4658,https://opendata.leipzig.de/dataset/?page=1
Elifa,w,4659,https://opendata.leipzig.de/dataset/?page=1
Elijotėja,w,4660,https://opendata.leipzig.de/dataset/?page=1
Elina-Magdalena,w,4661,https://opendata.leipzig.de/dataset/?page=1
Elina-Mia,w,4662,https://opendata.leipzig.de/dataset/?page=1
Elina-Mira,w,4663,https://opendata.leipzig.de/dataset/?page=1
Elinam,w,4664,https://opendata.leipzig.de/dataset/?page=1
Elinora,w,4665,https://opendata.leipzig.de/dataset/?page=1
Elinya,w,4666,https://opendata.leipzig.de/dataset/?page=1
Elira,w,4667,https://opendata.leipzig.de/dataset/?page=1
Elisabet,w,4668,https://opendata.leipzig.de/dataset/?page=1
Elisabeta,w,4669,https://opendata.leipzig.de/dataset/?page=1
Elisabeta-Patricia,w,4670,https://opendata.leipzig.de/dataset/?page=1
Elisabeta-Sara,w,4671,https://opendata.leipzig.de/dataset/?page=1
