place_name,state,population,rank
Friesoythe,Niedersachsen,22685,601
Ditzingen,Baden-Württemberg,22666,602
Eppingen,Baden-Württemberg,22666,603
Stadthagen,Niedersachsen,22638,604
Edewecht,Niedersachsen,22632,605
Wallenhorst,Niedersachsen,22614,606
Karben,Hessen,22600,607
Burg,Sachsen-Anhalt,22585,608
Bad Salzungen,Thüringen,22557,609
Lengerich,Nordrhein-Westfalen,22557,610
Quickborn,Schleswig-Holstein,22521,611
Soltau,Niedersachsen,22511,612
"Eisleben, Lutherstadt",Sachsen-Anhalt,22505,613
"Mühldorf a.Inn, St",Bayern,22503,614
Waghäusel,Baden-Württemberg,22466,615
Büdingen,Hessen,22411,616
Eschborn,Hessen,22403,617
Eislingen/Fils,Baden-Württemberg,22325,618
"Aichach, St",Bayern,22015,619
Heide,Schleswig-Holstein,22002,620
Rees,Nordrhein-Westfalen,21913,621
Gauting,Bayern,21860,622
Gardelegen,Sachsen-Anhalt,21822,623
Donaueschingen,Baden-Württemberg,21790,624
Zülpich,Nordrhein-Westfalen,21780,625
Schwetzingen,Baden-Württemberg,21767,626
Bad Krozingen,Baden-Württemberg,21755,627
Mössingen,Baden-Württemberg,21751,628
"Sonthofen, St",Bayern,21734,629
Germersheim,Rheinland-Pfalz,21715,630
Hockenheim,Baden-Württemberg,21623,631
Lindlar,Nordrhein-Westfalen,21615,632
Wipperfürth,Nordrhein-Westfalen,21604,633
Osterode am Harz,Niedersachsen,21598,634
Büren,Nordrhein-Westfalen,21593,635
"Radevormwald, Stadt auf der Höhe",Nordrhein-Westfalen,21565,636
Eckernförde,Schleswig-Holstein,21563,637
Dillingen/ Saar,Saarland,21529,638
Versmold,Nordrhein-Westfalen,21513,639
Waldkirch,Baden-Württemberg,21510,640
Ilsede,Niedersachsen,21469,641
"Glauchau, Stadt, Hochschulstadt",Sachsen,21442,642
Stadtallendorf,Hessen,21425,643
Elsdorf,Nordrhein-Westfalen,21424,644
"Günzburg, GKSt",Bayern,21423,645
Zossen,Brandenburg,21412,646
Karlsfeld,Bayern,21403,647
Halle (Westf.),Nordrhein-Westfalen,21393,648
Schifferstadt,Rheinland-Pfalz,21387,649
Flörsheim am Main,Hessen,21344,650
"Seligenstadt, Einhardstadt",Hessen,21298,651
Rheinstetten,Baden-Württemberg,21267,652
Groß-Umstadt,Hessen,21245,653
Xanten,Nordrhein-Westfalen,21179,654
Wildeshausen,Niedersachsen,21155,655
Panketal,Brandenburg,21153,656
Spremberg/Grodk,Brandenburg,21140,657
Westoverledingen,Niedersachsen,21127,658
Zerbst/Anhalt,Sachsen-Anhalt,21124,659
Neufahrn b.Freising,Bayern,21061,660
Luckenwalde,Brandenburg,21010,661
Schortens,Niedersachsen,20995,662
Stadtlohn,Nordrhein-Westfalen,20946,663
Geseke,Nordrhein-Westfalen,20930,664
Sondershausen,Thüringen,20910,665
"Traunstein, GKSt",Bayern,20877,666
"Puchheim, St",Bayern,20858,667
Senden,Nordrhein-Westfalen,20844,668
Bad Waldsee,Baden-Württemberg,20838,669
"Dingolfing, St",Bayern,20749,670
Wülfrath,Nordrhein-Westfalen,20731,671
"Enger, Widukindstadt",Nordrhein-Westfalen,20688,672
Schramberg,Baden-Württemberg,20610,673
Tettnang,Baden-Württemberg,20520,674
Werdau,Sachsen,20520,675
Bruchköbel,Hessen,20509,676
Fröndenberg/Ruhr,Nordrhein-Westfalen,20504,677
"Lichtenfels, St",Bayern,20488,678
Coswig,Sachsen,20479,679
Wachtberg,Nordrhein-Westfalen,20471,680
Herborn,Hessen,20421,681
Haßloch,Rheinland-Pfalz,20396,682
Ochtrup,Nordrhein-Westfalen,20394,683
Burgwedel,Niedersachsen,20379,684
"Traunreut, St",Bayern,20379,685
Duderstadt,Niedersachsen,20375,686
"Nördlingen, GKSt",Bayern,20352,687
Schopfheim,Baden-Württemberg,20332,688
Steinhagen,Nordrhein-Westfalen,20302,689
Neunkirchen-Seelscheid,Nordrhein-Westfalen,20283,690
Waren (Müritz),Mecklenburg-Vorpommern,20260,691
Nottuln,Nordrhein-Westfalen,20205,692
Blieskastel,Saarland,20197,693
"Neustrelitz, Residenzstadt",Mecklenburg-Vorpommern,20191,694
Hörstel,Nordrhein-Westfalen,20166,695
Lilienthal,Niedersachsen,20166,696
Borna,Sachsen,20131,697
Nidderau,Hessen,20119,698
Müllheim im Markgräflerland,Baden-Württemberg,20097,699
Telgte,Nordrhein-Westfalen,20069,700
Uetze,Niedersachsen,20064,701
Wilnsdorf,Nordrhein-Westfalen,20039,702
Wittmund,Niedersachsen,20037,703
Kürten,Nordrhein-Westfalen,20033,704
Meinerzhagen,Nordrhein-Westfalen,20019,705
"Moosburg a.d.Isar, St",Bayern,20012,706
Torgau,Sachsen,19992,707
"Donauwörth, GKSt",Bayern,19990,708
Giengen an der Brenz,Baden-Württemberg,19967,709
Leinefelde-Worbis,Thüringen,19957,710
Bad Schwartau,Schleswig-Holstein,19954,711
Schwanewede,Niedersachsen,19937,712
Schenefeld,Schleswig-Holstein,19909,713
Bad Friedrichshall,Baden-Württemberg,19853,714
Oberkirch,Baden-Württemberg,19847,715
Ennigerloh,Nordrhein-Westfalen,19841,716
"Bad Tölz, St",Bayern,19826,717
Hechingen,Baden-Württemberg,19807,718
"Dillingen a.d.Donau, GKSt",Bayern,19806,719
Reichenbach im Vogtland,Sachsen,19797,720
Waldbröl,Nordrhein-Westfalen,19795,721
Greiz,Thüringen,19766,722
Pfullingen,Baden-Württemberg,19759,723
Engelskirchen,Nordrhein-Westfalen,19737,724
Bad Pyrmont,Niedersachsen,19722,725
Mayen,Rheinland-Pfalz,19713,726
Wassenberg,Nordrhein-Westfalen,19713,727
Nauen,Brandenburg,19679,728
Rhede,Nordrhein-Westfalen,19674,729
Hiddenhausen,Nordrhein-Westfalen,19669,730
"Wolfratshausen, St",Bayern,19658,731
Korntal-Münchingen,Baden-Württemberg,19654,732
Mölln,Schleswig-Holstein,19627,733
"Burghausen, St",Bayern,19558,734
Marsberg,Nordrhein-Westfalen,19555,735
Windeck,Nordrhein-Westfalen,19555,736
Bad Harzburg,Niedersachsen,19489,737
Alzey,Rheinland-Pfalz,19468,738
Lebach,Saarland,19468,739
Wenden,Nordrhein-Westfalen,19415,740
Sarstedt,Niedersachsen,19405,741
"Sulzbach-Rosenberg, St",Bayern,19379,742
Gröbenzell,Bayern,19362,743
Weil der Stadt,Baden-Württemberg,19353,744
Schmalkalden,Thüringen,19323,745
Heusenstamm,Hessen,19312,746
Kleinmachnow,Brandenburg,19274,747
Burscheid,Nordrhein-Westfalen,19272,748
Neuenhagen bei Berlin,Brandenburg,19225,749
Bückeburg,Niedersachsen,19221,750
Eitorf,Nordrhein-Westfalen,19172,751
Bad Dürkheim,Rheinland-Pfalz,19159,752
Schönefeld,Brandenburg,19154,753
Haldensleben,Sachsen-Anhalt,19121,754
"Kolbermoor, St",Bayern,19094,755
Bad Driburg,Nordrhein-Westfalen,19080,756
Gilching,Bayern,19062,757
Wittlich,Rheinland-Pfalz,19049,758
Schneverdingen,Niedersachsen,19016,759
Weilerswist,Nordrhein-Westfalen,18980,760
Blankenburg (Harz),Sachsen-Anhalt,18970,761
Hemmingen,Niedersachsen,18932,762
Prenzlau,Brandenburg,18928,763
Holzminden,Niedersachsen,18921,764
Schkeuditz,Sachsen,18905,765
Haiger,Hessen,18888,766
Aue-Bad Schlema,Sachsen,18868,767
Oschersleben (Bode),Sachsen-Anhalt,18859,768
Uetersen,Schleswig-Holstein,18827,769
Schwalmtal,Nordrhein-Westfalen,18826,770
Annaberg-Buchholz,Sachsen,18815,771
Hohe Börde,Sachsen-Anhalt,18747,772
"Eschwege, Kreisstadt",Hessen,18743,773
Lahnstein,Rheinland-Pfalz,18719,774
Reichshof,Nordrhein-Westfalen,18688,775
Radeberg,Sachsen,18683,776
Glinde,Schleswig-Holstein,18681,777
Kronberg im Taunus,Hessen,18671,778
Seesen,Niedersachsen,18657,779
Sachsenheim,Baden-Württemberg,18638,780
Bergneustadt,Nordrhein-Westfalen,18628,781
"Marktoberdorf, St",Bayern,18617,782
Swisttal,Nordrhein-Westfalen,18580,783
Hessisch Oldendorf,Niedersachsen,18567,784
Renningen,Baden-Württemberg,18567,785
Bremervörde,Niedersachsen,18564,786
Sömmerda,Thüringen,18503,787
"Bad Aibling, St",Bayern,18497,788
"Illertissen, St",Bayern,18433,789
Heusweiler,Saarland,18427,790
Hochheim am Main,Hessen,18422,791
"Schwalmstadt, Konfirmationsstadt",Hessen,18420,792
Bad Berleburg,Nordrhein-Westfalen,18400,793
Bad Segeberg,Schleswig-Holstein,18399,794
Gerlingen,Baden-Württemberg,18392,795
Wörth am Rhein,Rheinland-Pfalz,18387,796
Südbrookmerland,Niedersachsen,18368,797
Püttlingen,Saarland,18361,798
"Weißenburg i.Bay., GKSt",Bayern,18345,799
Vlotho,Nordrhein-Westfalen,18335,800
Rhauderfehn,Niedersachsen,18310,801
Bad Münstereifel,Nordrhein-Westfalen,18297,802
"Bad Reichenhall, GKSt",Bayern,18288,803
Crimmitschau,Sachsen,18272,804
Heilbad Heiligenstadt,Thüringen,18230,805
Buchen (Odenwald),Baden-Württemberg,18226,806
Hoppegarten,Brandenburg,18218,807
Großenhain,Sachsen,18183,808
Pfinztal,Baden-Württemberg,18178,809
Kreuzau,Nordrhein-Westfalen,18149,810
Taufkirchen,Bayern,18140,811
Vechelde,Niedersachsen,18138,812
Konz,Rheinland-Pfalz,18121,813
Schwalbach,Saarland,18108,814
Ismaning,Bayern,18093,815
"Vilshofen an der Donau, St",Bayern,18084,816
Halstenbek,Schleswig-Holstein,18082,817
"Alzenau, St",Bayern,18034,818
Wadgassen,Saarland,18025,819
Alfeld (Leine),Niedersachsen,17956,820
"Bobingen, St",Bayern,17905,821
Parchim,Mecklenburg-Vorpommern,17893,822
Bad Saulgau,Baden-Württemberg,17889,823
"Schrobenhausen, St",Bayern,17815,824
Bürstadt,Hessen,17804,825
Bexbach,Saarland,17793,826
Bad Säckingen,Baden-Württemberg,17767,827
Bönen,Nordrhein-Westfalen,17734,828
Bendorf,Rheinland-Pfalz,17726,829
Babenhausen,Hessen,17695,830
Pohlheim,Hessen,17677,831
Vellmar,Hessen,17663,832
"Garching b.München, St",Bayern,17656,833
Diepholz,Niedersachsen,17648,834
"Oberasbach, St",Bayern,17647,835
Stockach,Baden-Württemberg,17646,836
"Frankenberg (Eder), Philipp-Soldan-Stadt",Hessen,17635,837
"Freilassing, St",Bayern,17619,838
Werdohl,Nordrhein-Westfalen,17618,839
Remagen,Rheinland-Pfalz,17603,840
Holzwickede,Nordrhein-Westfalen,17596,841
Nümbrecht,Nordrhein-Westfalen,17580,842
Damme,Niedersachsen,17508,843
Trossingen,Baden-Württemberg,17489,844
"Cham, St",Bayern,17433,845
"Gescher, Glockenstadt",Nordrhein-Westfalen,17433,846
Bad Wildungen,Hessen,17364,847
Freudenberg,Nordrhein-Westfalen,17355,848
Horn-Bad Meinberg,Nordrhein-Westfalen,17320,849
Auerbach/Vogtl.,Sachsen,17314,850
Eutin,Schleswig-Holstein,17275,851
Bad Münder am Deister,Niedersachsen,17261,852
Sinzig,Rheinland-Pfalz,17256,853
Bad Lippspringe,Nordrhein-Westfalen,17252,854
Oerlinghausen,Nordrhein-Westfalen,17233,855
Leopoldshöhe,Nordrhein-Westfalen,17226,856
Forst (Lausitz)/Baršć (Łužyca),Brandenburg,17155,857
"Marktredwitz, GKSt",Bayern,17121,858
"Kelheim, St",Bayern,17066,859
Nidda,Hessen,17060,860
Wittenberge,Brandenburg,17058,861
Eltville am Rhein,Hessen,17031,862
"Penzberg, St",Bayern,17028,863
Finnentrop,Nordrhein-Westfalen,17022,864
Schwarzenbek,Schleswig-Holstein,16999,865
Schmelz,Saarland,16981,866
"Hünfeld, Konrad-Zuse-Stadt",Hessen,16955,867
"Bad Wörishofen, St",Bayern,16933,868
Kamenz / Kamjenc,Sachsen,16918,869
Künzell,Hessen,16903,870
Sigmaringen,Baden-Württemberg,16884,871
"Hövelhof, Sennegemeinde",Nordrhein-Westfalen,16809,872
Bad Bentheim,Niedersachsen,16798,873
Eggenstein-Leopoldshafen,Baden-Württemberg,16798,874
Thale,Sachsen-Anhalt,16788,875
Brackenheim,Baden-Württemberg,16774,876
Wurster Nordseeküste,Niedersachsen,16769,877
"Bruckmühl, M",Bayern,16735,878
Bad Langensalza,Thüringen,16717,879
Heidenau,Sachsen,16686,880
Königstein im Taunus,Hessen,16680,881
"Gunzenhausen, St",Bayern,16665,882
Eppelborn,Saarland,16661,883
Kelsterbach,Hessen,16622,884
Altena,Nordrhein-Westfalen,16621,885
"Kronach, St",Bayern,16616,886
Simmerath,Nordrhein-Westfalen,16612,887
Bassum,Niedersachsen,16604,888
Poing,Bayern,16585,889
Blaustein,Baden-Württemberg,16581,890
Eilenburg,Sachsen,16539,891
Losheim am See,Saarland,16535,892
Preetz,Schleswig-Holstein,16503,893
Reinheim,Hessen,16503,894
Ginsheim-Gustavsburg,Hessen,16488,895
Breisach am Rhein,Baden-Württemberg,16487,896
Wardenburg,Niedersachsen,16484,897
Wiefelstede,Niedersachsen,16469,898
Straelen,Nordrhein-Westfalen,16458,899
Wadern,Saarland,16453,900
Kierspe,Nordrhein-Westfalen,16450,901
"Wendelstein, M",Bayern,16446,902
Herzebrock-Clarholz,Nordrhein-Westfalen,16419,903
"Pocking, St",Bayern,16414,904
Seeheim-Jugenheim,Hessen,16392,905
Oyten,Niedersachsen,16380,906
Sulzbach/ Saar,Saarland,16376,907
Künzelsau,Baden-Württemberg,16348,908
Kirchlengern,Nordrhein-Westfalen,16334,909
Halver,Nordrhein-Westfalen,16322,910
"Regenstauf, M",Bayern,16318,911
"Holzkirchen, M",Bayern,16310,912
Erwitte,Nordrhein-Westfalen,16300,913
Stockelsdorf,Schleswig-Holstein,16289,914
Drensteinfurt,Nordrhein-Westfalen,16282,915
Hille,Nordrhein-Westfalen,16274,916
Bad Essen,Niedersachsen,16265,917
Kirchhain,Hessen,16254,918
Bargteheide,Schleswig-Holstein,16245,919
Wurzen,Sachsen,16238,920
"Brüggen, Burggemeinde",Nordrhein-Westfalen,16198,921
Rahden,Nordrhein-Westfalen,16195,922
Markranstädt,Sachsen,16194,923
Brakel,Nordrhein-Westfalen,16193,924
Walldorf,Baden-Württemberg,16188,925
Marienberg,Sachsen,16139,926
Stahnsdorf,Brandenburg,16087,927
Bad Arolsen,Hessen,16050,928
Karlsbad,Baden-Württemberg,16049,929
Petersberg,Hessen,16038,930
Loxstedt,Niedersachsen,16012,931
Hude (Oldb),Niedersachsen,15994,932
Wendlingen am Neckar,Baden-Württemberg,15988,933
Illingen,Saarland,15935,934
Neustadt in Holstein,Schleswig-Holstein,15930,935
Erlensee,Hessen,15907,936
Kernen im Remstal,Baden-Württemberg,15906,937
Rüdersdorf bei Berlin,Brandenburg,15889,938
"Großostheim, M",Bayern,15873,939
Taucha,Sachsen,15866,940
Ascheberg,Nordrhein-Westfalen,15831,941
Schiffweiler,Saarland,15805,942
Dieburg,Hessen,15798,943
Guben,Brandenburg,15794,944
Odenthal,Nordrhein-Westfalen,15782,945
Lübbenau/Spreewald / Lubnjow/Błota,Brandenburg,15778,946
Boppard,Rheinland-Pfalz,15771,947
Schlüchtern,Hessen,15723,948
Usingen,Hessen,15683,949
Zeulenroda-Triebes,Thüringen,15677,950
Eppelheim,Baden-Württemberg,15663,951
"Stadtbergen, St",Bayern,15649,952
Großenkneten,Niedersachsen,15613,953
Templin,Brandenburg,15590,954
Bitburg,Rheinland-Pfalz,15554,955
"Mindelheim, St",Bayern,15531,956
Ratekau,Schleswig-Holstein,15527,957
Freiberg am Neckar,Baden-Württemberg,15520,958
Finsterwalde,Brandenburg,15496,959
Blomberg,Nordrhein-Westfalen,15485,960
"Altdorf b.Nürnberg, St",Bayern,15478,961
Grenzach-Wyhlen,Baden-Württemberg,15476,962
Schwarzenberg/Erzgeb.,Sachsen,15475,963
Marbach am Neckar,Baden-Württemberg,15474,964
Baiersbronn,Baden-Württemberg,15465,965
Schwalbach am Taunus,Hessen,15443,966
Beckingen,Saarland,15442,967
Bad Bramstedt,Schleswig-Holstein,15439,968
"Bad Neustadt a.d.Saale, St",Bayern,15434,969
Petershagen/Eggersdorf,Brandenburg,15432,970
Ebersbach an der Fils,Baden-Württemberg,15420,971
Michelstadt,Hessen,15396,972
Königslutter am Elm,Niedersachsen,15395,973
"Ribnitz-Damgarten, Bernsteinstadt",Mecklenburg-Vorpommern,15333,974
Sandhausen,Baden-Württemberg,15330,975
Alsfeld,Hessen,15307,976
Gehrden,Niedersachsen,15301,977
Raunheim,Hessen,15297,978
"Füssen, St",Bayern,15287,979
"Schwabmünchen, St",Bayern,15277,980
Langenau,Baden-Württemberg,15274,981
"Mainburg, St",Bayern,15271,982
Weener,Niedersachsen,15215,983
Schriesheim,Baden-Württemberg,15209,984
Brake (Unterweser),Niedersachsen,15200,985
Mühlenbecker Land,Brandenburg,15177,986
"Mering, M",Bayern,15164,987
Garrel,Niedersachsen,15152,988
Isny im Allgäu,Baden-Württemberg,15145,989
Witzenhausen,Hessen,15132,990
"Grefrath, Sport- und Freizeitgemeinde",Nordrhein-Westfalen,15117,991
Reken,Nordrhein-Westfalen,15109,992
Ober-Ramstadt,Hessen,15078,993
Munster,Niedersachsen,15062,994
"Abensberg, St",Bayern,15061,995
Niederzier,Nordrhein-Westfalen,15060,996
Ratzeburg,Schleswig-Holstein,15026,997
Rellingen,Schleswig-Holstein,15026,998
"Weißwasser/O.L., Stadt / Běła Woda",Sachsen,15002,999
"Lohr a.Main, St",Bayern,14996,1000
Langerwehe,Nordrhein-Westfalen,14976,1001
Bad Wurzach,Baden-Württemberg,14942,1002
Rehlingen-Siersburg,Saarland,14932,1003
Montabaur,Rheinland-Pfalz,14884,1004
Malsch,Baden-Württemberg,14880,1005
"Stein, St",Bayern,14866,1006
Oberndorf am Neckar,Baden-Württemberg,14853,1007
Ritterhude,Niedersachsen,14836,1008
"Neustadt b.Coburg, GKSt",Bayern,14824,1009
Münster (Hessen),Hessen,14813,1010
"Landau a.d.Isar, St",Bayern,14801,1011
Harsefeld,Niedersachsen,14782,1012
"Neustadt a.d.Donau, St",Bayern,14778,1013
Jever,Niedersachsen,14774,1014
Landsberg,Sachsen-Anhalt,14772,1015
Münsingen,Baden-Württemberg,14772,1016
"Dorfen, St",Bayern,14759,1017
"Selb, GKSt",Bayern,14743,1018
"Karlstadt, St",Bayern,14739,1019
Eberbach,Baden-Württemberg,14727,1020
"Homberg (Efze), Reformationsstadt, Kreisstadt",Hessen,14703,1021
Olsberg,Nordrhein-Westfalen,14700,1022
Büttelborn,Hessen,14685,1023
Pattensen,Niedersachsen,14666,1024
Langwedel,Niedersachsen,14645,1025
Fredersdorf-Vogelsdorf,Brandenburg,14644,1026
Eching,Bayern,14627,1027
Spenge,Nordrhein-Westfalen,14620,1028
Niederkrüchten,Nordrhein-Westfalen,14619,1029
Bissendorf,Niedersachsen,14614,1030
Edingen-Neckarhausen,Baden-Württemberg,14612,1031
Groß-Zimmern,Hessen,14607,1032
Kraichtal,Baden-Württemberg,14602,1033
Langelsheim,Niedersachsen,14599,1034
Schiffdorf,Niedersachsen,14598,1035
Tornesch,Schleswig-Holstein,14588,1036
Wilsdruff,Sachsen,14583,1037
Lengede,Niedersachsen,14575,1038
"Burglengenfeld, St",Bayern,14569,1039
Much,Nordrhein-Westfalen,14561,1040
Gründau,Hessen,14560,1041
Sassenberg,Nordrhein-Westfalen,14558,1042
Burbach,Nordrhein-Westfalen,14553,1043
Murrhardt,Baden-Württemberg,14551,1044
Kalkar,Nordrhein-Westfalen,14513,1045
"Fritzlar, Dom- und Kaiserstadt",Hessen,14493,1046
Plochingen,Baden-Württemberg,14487,1047
Aßlar,Hessen,14482,1048
"Hückeswagen, Schloss-Stadt",Nordrhein-Westfalen,14480,1049
"Eckental, M",Bayern,14476,1050
Löbau,Sachsen,14467,1051
Hainburg,Hessen,14465,1052
Langenselbold,Hessen,14440,1053
Hofgeismar,Hessen,14439,1054
Ahrensfelde,Brandenburg,14423,1055
Grünstadt,Rheinland-Pfalz,14419,1056
Hilchenbach,Nordrhein-Westfalen,14412,1057
Gernsbach,Baden-Württemberg,14405,1058
"Immenstadt i.Allgäu, St",Bayern,14391,1059
Saterland,Niedersachsen,14378,1060
Niedernhausen,Hessen,14345,1061
Neu-Anspach,Hessen,14342,1062
Tostedt,Niedersachsen,14341,1063
Remshalden,Baden-Württemberg,14337,1064
Neubiberg,Bayern,14329,1065
Brühl,Baden-Württemberg,14328,1066
Aldenhoven,Nordrhein-Westfalen,14324,1067
Löningen,Niedersachsen,14307,1068
Uhingen,Baden-Württemberg,14304,1069
Markdorf,Baden-Württemberg,14300,1070
Riegelsberg,Saarland,14296,1071
"Lorsch, Karolingerstadt",Hessen,14283,1072
"Eggenfelden, St",Bayern,14271,1073
Bad Camberg,Hessen,14268,1074
Ottweiler,Saarland,14255,1075
Wennigsen (Deister),Niedersachsen,14251,1076
Hatten,Niedersachsen,14250,1077
Angermünde,Brandenburg,14233,1078
"Neutraubling, St",Bayern,14224,1079
"Weißenhorn, St",Bayern,14186,1080
Holzgerlingen,Baden-Württemberg,14184,1081
Oschatz,Sachsen,14184,1082
Lauda-Königshofen,Baden-Württemberg,14180,1083
"Krumbach (Schwaben), St",Bayern,14178,1084
Lich,Hessen,14167,1085
Sendenhorst,Nordrhein-Westfalen,14167,1086
Sylt,Schleswig-Holstein,14167,1087
Freigericht,Hessen,14165,1088
Erbach,Baden-Württemberg,14140,1089
Markgröningen,Baden-Württemberg,14138,1090
Leuna,Sachsen-Anhalt,14131,1091
Sandersdorf-Brehna,Sachsen-Anhalt,14130,1092
Schwentinental,Schleswig-Holstein,14091,1093
Rommerskirchen,Nordrhein-Westfalen,14079,1094
Bovenden,Niedersachsen,14078,1095
"Vöhringen, St",Bayern,14044,1096
Lauchhammer,Brandenburg,14042,1097
Rosengarten,Niedersachsen,14033,1098
Großefehn,Niedersachsen,14029,1099
Lübben (Spreewald) / Lubin (Błota),Brandenburg,14028,1100
Quakenbrück,Niedersachsen,14007,1101
Melsungen,Hessen,13994,1102
St. Leon-Rot,Baden-Württemberg,13979,1103
Maisach,Bayern,13974,1104
Zeven,Niedersachsen,13958,1105
Schmölln,Thüringen,13953,1106
Mühltal,Hessen,13951,1107
"Grafing b.München, St",Bayern,13942,1108
"Erbach, Kreisstadt",Hessen,13935,1109
Dippoldiswalde,Sachsen,13915,1110
Neuenkirchen,Nordrhein-Westfalen,13915,1111
"Clausthal-Zellerfeld, Berg- und Universitätsstadt",Niedersachsen,13912,1112
Belm,Niedersachsen,13905,1113
"Eichstätt, GKSt",Bayern,13891,1114
Beelitz,Brandenburg,13879,1115
Wiesmoor,Niedersachsen,13875,1116
Lohfelden,Hessen,13870,1117
"Haßfurt, St",Bayern,13867,1118
"Höchstadt a.d.Aisch, St",Bayern,13867,1119
Friesenheim,Baden-Württemberg,13858,1120
"Mittweida, Stadt, Hochschulstadt",Sachsen,13839,1121
Waldbronn,Baden-Württemberg,13838,1122
"Buchloe, St",Bayern,13815,1123
Wittstock/Dosse,Brandenburg,13804,1124
Hohenstein-Ernstthal,Sachsen,13788,1125
Barßel,Niedersachsen,13780,1126
Lotte,Nordrhein-Westfalen,13770,1127
Obersulm,Baden-Württemberg,13756,1128
Philippsburg,Baden-Württemberg,13748,1129
Meckenbeuren,Baden-Württemberg,13735,1130
Wanzleben-Börde,Sachsen-Anhalt,13724,1131
Ettenheim,Baden-Württemberg,13722,1132
Borchen,Nordrhein-Westfalen,13721,1133
Denzlingen,Baden-Württemberg,13720,1134
Bad Soden-Salmünster,Hessen,13719,1135
"Feucht, M",Bayern,13714,1136
Spaichingen,Baden-Württemberg,13714,1137
Michendorf,Brandenburg,13708,1138
Grünberg,Hessen,13683,1139
Hünxe,Nordrhein-Westfalen,13676,1140
"Pegnitz, St",Bayern,13665,1141
"Frankenberg/Sa., Stadt, Garnisonsstadt",Sachsen,13659,1142
"Hilpoltstein, St",Bayern,13654,1143
Linnich,Nordrhein-Westfalen,13653,1144
Asperg,Baden-Württemberg,13650,1145
"Markt Schwaben, M",Bayern,13643,1146
Jessen (Elster),Sachsen-Anhalt,13639,1147
Dinklage,Niedersachsen,13622,1148
Saarwellingen,Saarland,13616,1149
Bedburg-Hau,Nordrhein-Westfalen,13599,1150
